sentence_id,lang,similarity
2424,Japanese,0.8953
2425,Japanese,0.8842
2426,Japanese,0.9143
2427,Japanese,0.892
2428,Japanese,0.8606
2429,Japanese,0.8381
2430,Japanese,0.9078
2431,Japanese,0.8437
2432,Japanese,0.905
2433,Japanese,0.8427
2434,Japanese,0.8563
2435,Japanese,0.892
2436,Japanese,0.8905
2437,Japanese,0.8611
2438,Japanese,0.8449
2439,Japanese,0.8897
2440,Japanese,0.8172
2441,Japanese,0.8415
2442,Japanese,0.8484
2443,Japanese,0.8511
2444,Japanese,0.9092
2445,Japanese,0.8109
2446,Japanese,0.8927
2447,Japanese,0.8506
2448,Japanese,0.8852
2449,Japanese,0.8792
2450,Japanese,0.8481
2451,Japanese,0.8542
2452,Japanese,0.8815
2453,Japanese,0.8254
2454,Japanese,0.8759
2455,Japanese,0.8608
2456,Japanese,0.8397
2457,Japanese,0.845
2458,Japanese,0.861
2459,Japanese,0.871
2460,Japanese,0.8347
2461,Japanese,0.8951
2462,Japanese,0.9091
2463,Japanese,0.9265
2464,Japanese,0.8611
2465,Japanese,0.853
2466,Japanese,0.8748
2467,Japanese,0.8695
2468,Japanese,0.9097
2469,Japanese,0.928
2470,Japanese,0.9142
2471,Japanese,0.9004
2472,Japanese,0.9041
2473,Japanese,0.8396
2474,Japanese,0.8936
2475,Japanese,0.809
2476,Japanese,0.9158
2477,Japanese,0.8461
2478,Japanese,0.8063
2479,Japanese,0.7971
2480,Japanese,0.8764
2481,Japanese,0.9267
2482,Japanese,0.8061
2483,Japanese,0.8683
2484,Japanese,0.908
2485,Japanese,0.8325
2486,Japanese,0.8769
2487,Japanese,0.9269
2488,Japanese,0.8548
2489,Japanese,0.8845
2490,Japanese,0.8249
2491,Japanese,0.8485
2492,Japanese,0.9334
2493,Japanese,0.8912
2494,Japanese,0.8246
2495,Japanese,0.907
2496,Japanese,0.8556
2497,Japanese,0.8922
2498,Japanese,0.8895
2499,Japanese,0.9003
2500,Japanese,0.8413
2501,Japanese,0.873
2502,Japanese,0.7956
2503,Japanese,0.8539
2504,Japanese,0.8824
2505,Japanese,0.8425
2506,Japanese,0.8579
2507,Japanese,0.8487
2508,Japanese,0.8845
2509,Japanese,0.9498
2510,Japanese,0.7841
2511,Japanese,0.9151
2512,Japanese,0.8352
2513,Japanese,0.8812
2514,Japanese,0.9114
2515,Japanese,0.8927
2516,Japanese,0.8791
2517,Japanese,0.86
2518,Japanese,0.8514
2519,Japanese,0.8267
2520,Japanese,0.8371
2521,Japanese,0.8552
2522,Japanese,0.8935
2523,Japanese,0.9538
2524,Japanese,0.9028
2525,Japanese,0.8531
2526,Japanese,0.8627
2527,Japanese,0.8955
2528,Japanese,0.8429
2529,Japanese,0.8968
2530,Japanese,0.8777
2531,Japanese,0.8595
2532,Japanese,0.8235
2533,Japanese,0.8614
2534,Japanese,0.8976
2535,Japanese,0.8824
2536,Japanese,0.9117
2537,Japanese,0.9363
2538,Japanese,0.8472
2539,Japanese,0.8665
2540,Japanese,0.7829
2541,Japanese,0.8883
2542,Japanese,0.8252
2543,Japanese,0.8549
2544,Japanese,0.8397
2545,Japanese,0.8765
2546,Japanese,0.8433
2547,Japanese,0.8433
2548,Japanese,0.8147
2549,Japanese,0.8452
2550,Japanese,0.8808
2551,Japanese,0.832
2552,Japanese,0.8476
2553,Japanese,0.86
2554,Japanese,0.8759
2555,Japanese,0.8185
2556,Japanese,0.8385
2557,Japanese,0.7774
2558,Japanese,0.86
2559,Japanese,0.8796
2560,Japanese,0.8045
2561,Japanese,0.8689
2562,Japanese,0.8816
2563,Japanese,0.8931
2564,Japanese,0.8511
2565,Japanese,0.8645
2566,Japanese,0.8612
2567,Japanese,0.8663
2568,Japanese,0.8749
2569,Japanese,0.8665
2570,Japanese,0.8715
2571,Japanese,0.9129
2572,Japanese,0.9318
2573,Japanese,0.9119
2574,Japanese,0.8619
2575,Japanese,0.8658
2576,Japanese,0.8963
2577,Japanese,0.8355
2578,Japanese,0.8963
2579,Japanese,0.8153
2580,Japanese,0.929
2581,Japanese,0.9316
2582,Japanese,0.8945
2583,Japanese,0.9173
2584,Japanese,0.8543
2585,Japanese,0.8457
2586,Japanese,0.861
2587,Japanese,0.9167
2588,Japanese,0.8214
2589,Japanese,0.869
2590,Japanese,0.884
2591,Japanese,0.8749
2592,Japanese,0.7971
2593,Japanese,0.9096
2594,Japanese,0.8714
2595,Japanese,0.8888
2596,Japanese,0.8146
2597,Japanese,0.887
2598,Japanese,0.8819
2599,Japanese,0.8558
2600,Japanese,0.8269
2601,Japanese,0.8264
2602,Japanese,0.8335
2603,Japanese,0.9129
2604,Japanese,0.8793
2605,Japanese,0.8656
2606,Japanese,0.8301
2607,Japanese,0.871
2608,Japanese,0.8689
2609,Japanese,0.7971
2610,Japanese,0.8936
2611,Japanese,0.8129
2612,Japanese,0.8939
2613,Japanese,0.8809
2614,Japanese,0.822
2615,Japanese,0.857
2616,Japanese,0.8626
2617,Japanese,0.8373
2618,Japanese,0.8729
2619,Japanese,1.0
2620,Japanese,0.8675
2621,Japanese,0.8441
2622,Japanese,0.802
2623,Japanese,0.9324
2624,Japanese,0.8793
2625,Japanese,0.8396
2626,Japanese,0.8406
2627,Japanese,0.8028
2628,Japanese,0.8606
2629,Japanese,0.8368
2630,Japanese,0.8579
2631,Japanese,0.9003
2632,Japanese,0.8618
2633,Japanese,0.8493
2634,Japanese,0.906
2635,Japanese,0.9078
2636,Japanese,0.8056
2637,Japanese,0.9186
2638,Japanese,0.8881
2639,Japanese,0.8946
2640,Japanese,0.8521
2641,Japanese,0.8525
2642,Japanese,0.8084
2643,Japanese,0.934
2644,Japanese,0.8535
2645,Japanese,0.9025
2646,Japanese,0.8159
2647,Japanese,0.9164
2648,Japanese,0.8339
2649,Japanese,0.7914
2650,Japanese,0.9037
2651,Japanese,0.9062
2652,Japanese,0.8605
2653,Japanese,0.879
2654,Japanese,0.8848
2655,Japanese,0.8845
2656,Japanese,0.882
2657,Japanese,0.7967
2658,Japanese,0.7833
2659,Japanese,0.888
2660,Japanese,0.8375
2661,Japanese,1.0
2662,Japanese,0.8657
2663,Japanese,0.8454
2664,Japanese,0.8959
2665,Japanese,0.8343
2666,Japanese,0.8941
2667,Japanese,0.8596
2668,Japanese,0.8603
2669,Japanese,0.8711
2670,Japanese,0.875
2671,Japanese,0.847
2672,Japanese,0.9392
2673,Japanese,0.8066
2674,Japanese,0.8671
2675,Japanese,0.8429
2676,Japanese,0.8109
2677,Japanese,0.8931
2678,Japanese,0.847
2679,Japanese,0.8848
2680,Japanese,0.8906
2681,Japanese,0.8646
2682,Japanese,0.8224
2683,Japanese,0.8061
2684,Japanese,0.8372
2685,Japanese,0.8745
2686,Japanese,0.8903
2687,Japanese,0.8646
2688,Japanese,0.849
2689,Japanese,0.8442
2690,Japanese,0.7769
2691,Japanese,0.828
2692,Japanese,0.8281
2693,Japanese,0.922
2694,Japanese,0.8607
2695,Japanese,0.8568
2696,Japanese,0.8624
2697,Japanese,0.9124
2698,Japanese,0.8837
2699,Japanese,0.8519
2700,Japanese,0.8888
2701,Japanese,0.8845
2702,Japanese,0.8941
2703,Japanese,0.8053
2704,Japanese,0.9191
2705,Japanese,0.832
2706,Japanese,0.9257
2707,Japanese,0.8149
2708,Japanese,0.7965
2709,Japanese,0.905
2710,Japanese,0.9047
2711,Japanese,0.8605
2712,Japanese,0.8935
2713,Japanese,0.8643
2714,Japanese,0.8925
2715,Japanese,0.9381
2716,Japanese,0.8308
2717,Japanese,0.8759
2718,Japanese,0.8579
2719,Japanese,0.8327
2720,Japanese,0.7924
2721,Japanese,0.8676
2722,Japanese,0.9149
2723,Japanese,0.8551
2724,Japanese,0.8624
2725,Japanese,0.8473
2726,Japanese,0.9034
2727,Japanese,0.8559
2728,Japanese,0.8888
2729,Japanese,0.8608
2730,Japanese,0.8293
2731,Japanese,0.8585
2732,Japanese,0.8504
2733,Japanese,0.8458
2734,Japanese,0.8426
2735,Japanese,0.8961
2736,Japanese,0.8908
2737,Japanese,0.8176
2738,Japanese,0.8566
2739,Japanese,0.9113
2740,Japanese,0.8909
2741,Japanese,0.8787
2742,Japanese,0.8609
2743,Japanese,0.8705
2744,Japanese,0.8093
2745,Japanese,0.8629
2746,Japanese,0.8807
2747,Japanese,0.8484
2748,Japanese,0.8379
2749,Japanese,0.8365
2750,Japanese,0.824
2751,Japanese,0.8141
2752,Japanese,0.8697
2753,Japanese,0.8899
2754,Japanese,0.9192
2755,Japanese,0.8671
2756,Japanese,0.7953
2757,Japanese,0.8445
2758,Japanese,0.9237
2759,Japanese,0.8419
2760,Japanese,0.8512
2761,Japanese,0.8983
2762,Japanese,0.8524
2763,Japanese,0.9103
2764,Japanese,0.8639
2765,Japanese,0.8502
2766,Japanese,0.8266
2767,Japanese,0.8811
2768,Japanese,0.7876
2769,Japanese,0.797
2770,Japanese,0.9077
2771,Japanese,0.8475
2772,Japanese,0.8652
2773,Japanese,0.8694
2774,Japanese,0.8639
2775,Japanese,0.8566
2776,Japanese,0.8785
2777,Japanese,0.8932
2778,Japanese,0.8345
2779,Japanese,0.854
2780,Japanese,0.8523
2781,Japanese,0.877
2782,Japanese,0.892
2783,Japanese,0.8952
2784,Japanese,0.8097
2785,Japanese,0.8596
2786,Japanese,0.8421
2787,Japanese,0.9139
2788,Japanese,0.8941
2789,Japanese,0.8889
2790,Japanese,0.9562
2791,Japanese,0.9151
2792,Japanese,0.805
2793,Japanese,0.8295
2794,Japanese,0.8918
2795,Japanese,0.8275
2796,Japanese,0.922
2797,Japanese,0.8754
2798,Japanese,0.8865
2799,Japanese,0.8487
2800,Japanese,0.9287
2801,Japanese,0.8607
2802,Japanese,0.8843
2803,Japanese,0.8326
2804,Japanese,0.868
2805,Japanese,0.8716
2806,Japanese,0.8651
2807,Japanese,0.894
2808,Japanese,0.886
2809,Japanese,0.8442
2810,Japanese,0.8845
2811,Japanese,0.9327
2812,Japanese,0.8548
2813,Japanese,0.8531
2814,Japanese,0.8728
2815,Japanese,0.8283
2816,Japanese,0.8933
2817,Japanese,0.8978
2818,Japanese,0.875
2819,Japanese,0.8067
2820,Japanese,0.9098
2821,Japanese,0.8597
2822,Japanese,0.9115
2823,Japanese,0.8841
2824,Japanese,0.9423
2825,Japanese,0.8668
2826,Japanese,0.8049
2827,Japanese,0.8302
2828,Japanese,0.8914
2829,Japanese,0.9502
2830,Japanese,0.8613
2831,Japanese,0.8194
2832,Japanese,0.8593
2833,Japanese,0.8128
2834,Japanese,0.923
2835,Japanese,0.8264
2836,Japanese,0.8961
2837,Japanese,0.8952
2838,Japanese,0.8522
2839,Japanese,0.8603
2840,Japanese,0.8821
2841,Japanese,0.8785
2842,Japanese,0.8222
2843,Japanese,0.9079
2844,Japanese,0.8588
2845,Japanese,0.8929
2846,Japanese,0.8181
2847,Japanese,0.8567
2848,Japanese,0.8375
2849,Japanese,0.8016
2850,Japanese,0.7874
2851,Japanese,0.8455
2852,Japanese,0.8986
2853,Japanese,0.8913
2854,Japanese,0.8247
2855,Japanese,0.9431
2856,Japanese,0.8419
2857,Japanese,1.0
2858,Japanese,0.8382
2859,Japanese,0.8659
2860,Japanese,0.9474
2861,Japanese,0.8052
2862,Japanese,0.837
2863,Japanese,0.8581
2864,Japanese,0.9428
2865,Japanese,0.7841
2866,Japanese,0.842
2867,Japanese,0.8838
2868,Japanese,0.8742
2869,Japanese,0.8466
2870,Japanese,0.8442
2871,Japanese,0.9186
2872,Japanese,0.8144
2873,Japanese,0.8573
2874,Japanese,0.8458
2875,Japanese,0.8832
2876,Japanese,0.8657
2877,Japanese,0.9106
2878,Japanese,0.8794
2879,Japanese,0.9214
2880,Japanese,0.8258
2881,Japanese,0.8262
2882,Japanese,0.8614
2883,Japanese,0.8584
2884,Japanese,0.9152
2885,Japanese,0.9184
2886,Japanese,0.8504
2887,Japanese,0.9204
2888,Japanese,0.8464
2889,Japanese,0.8743
2890,Japanese,0.8647
2891,Japanese,0.8604
2892,Japanese,0.8381
2893,Japanese,0.8464
2894,Japanese,0.8353
2895,Japanese,0.7418
2896,Japanese,0.9217
2897,Japanese,0.8701
2898,Japanese,0.8169
2899,Japanese,0.8455
2900,Japanese,1.0
2901,Japanese,0.8783
2902,Japanese,0.8433
2903,Japanese,0.8696
2904,Japanese,0.8714
2905,Japanese,0.8774
2906,Japanese,0.8452
2907,Japanese,0.9024
2908,Japanese,0.8694
2909,Japanese,0.9093
2910,Japanese,0.8792
2911,Japanese,0.9265
2912,Japanese,0.8387
2913,Japanese,0.8567
2914,Japanese,0.8543
2915,Japanese,0.7945
2916,Japanese,0.8563
2917,Japanese,0.8229
2918,Japanese,0.8913
2919,Japanese,0.825
2920,Japanese,0.879
2921,Japanese,0.822
2922,Japanese,0.8603
2923,Japanese,0.8748
2924,Japanese,0.8226
2925,Japanese,0.9192
2926,Japanese,0.8443
2927,Japanese,0.8906
2928,Japanese,0.8502
2929,Japanese,0.8596
2930,Japanese,0.858
2931,Japanese,0.9141
2932,Japanese,0.8574
2933,Japanese,0.8904
2934,Japanese,0.8727
2935,Japanese,0.8232
2936,Japanese,0.8685
2937,Japanese,0.8165
2938,Japanese,0.869
2939,Japanese,0.9091
2940,Japanese,0.9237
2941,Japanese,0.8641
2942,Japanese,0.8562
2943,Japanese,0.8324
2944,Japanese,0.8827
2945,Japanese,0.8916
2946,Japanese,0.8476
2947,Japanese,0.8609
2948,Japanese,0.9246
2949,Japanese,0.9096
2950,Japanese,0.8475
2951,Japanese,0.8339
2952,Japanese,0.8678
2953,Japanese,0.8697
2954,Japanese,0.8626
2955,Japanese,0.8373
2956,Japanese,0.8354
2957,Japanese,0.8949
2958,Japanese,0.8619
2959,Japanese,0.8536
2960,Japanese,0.8851
2961,Japanese,0.8647
2962,Japanese,0.9005
2963,Japanese,0.8782
2964,Japanese,0.8771
2965,Japanese,0.8478
2966,Japanese,0.839
2967,Japanese,0.848
2968,Japanese,0.8661
2969,Japanese,0.8912
2970,Japanese,0.8448
2971,Japanese,0.8959
2972,Japanese,0.8714
2973,Japanese,0.8683
2974,Japanese,0.9104
2975,Japanese,0.8653
2976,Japanese,0.8765
2977,Japanese,0.8377
2978,Japanese,0.8498
2979,Japanese,0.8426
2980,Japanese,0.821
2981,Japanese,0.9145
2982,Japanese,0.8584
2983,Japanese,0.845
2984,Japanese,0.7959
2985,Japanese,0.9265
2986,Japanese,0.8161
2987,Japanese,0.909
2988,Japanese,0.9012
2989,Japanese,0.8274
2990,Japanese,0.8127
2991,Japanese,0.8544
2992,Japanese,0.8804
2993,Japanese,0.8518
2994,Japanese,0.8359
2995,Japanese,0.897
2996,Japanese,0.791
2997,Japanese,1.0
2998,Japanese,0.9209
2999,Japanese,0.8412
3000,Japanese,0.8362
3001,Japanese,0.8869
3002,Japanese,0.8994
3003,Japanese,0.8068
3004,Japanese,0.868
3005,Japanese,0.8354
3006,Japanese,0.8444
3007,Japanese,0.8106
3008,Japanese,0.8783
3009,Japanese,0.82
3010,Japanese,0.8451
3011,Japanese,0.796
3012,Japanese,0.7848
3013,Japanese,0.8441
3014,Japanese,0.9071
3015,Japanese,0.9196
3016,Japanese,0.8178
3017,Japanese,0.8625
3018,Japanese,0.851
3019,Japanese,0.8057
3020,Japanese,0.8511
3021,Japanese,0.795
3022,Japanese,0.8692
3023,Japanese,0.8695
3024,Japanese,0.8425
3025,Japanese,0.899
3026,Japanese,0.9274
3027,Japanese,0.8183
3028,Japanese,0.8674
3029,Japanese,0.8795
3030,Japanese,0.8429
3031,Japanese,0.8838
3032,Japanese,0.8936
3033,Japanese,0.8464
3034,Japanese,0.8843
3035,Japanese,0.7993
3036,Japanese,0.7826
3037,Japanese,0.9018
3038,Japanese,0.915
3039,Japanese,0.8281
3040,Japanese,0.832
3041,Japanese,0.8089
3042,Japanese,0.9043
3043,Japanese,0.8039
3044,Japanese,0.8727
3045,Japanese,0.8461
3046,Japanese,0.922
3047,Japanese,0.8747
3048,Japanese,0.93
3049,Japanese,0.8525
3050,Japanese,0.8677
3051,Japanese,0.8619
3052,Japanese,0.9245
3053,Japanese,0.8262
3054,Japanese,0.9257
3055,Japanese,0.8575
3056,Japanese,0.7803
3057,Japanese,0.8843
3058,Japanese,0.9056
3059,Japanese,0.9139
3060,Japanese,0.8865
3061,Japanese,0.8878
3062,Japanese,0.8236
3063,Japanese,0.8951
3064,Japanese,0.8641
3065,Japanese,0.7933
3066,Japanese,0.8883
3067,Japanese,0.8239
3068,Japanese,0.8535
3069,Japanese,0.8872
3070,Japanese,0.8558
3071,Japanese,0.8664
3072,Japanese,0.9112
3073,Japanese,0.861
3074,Japanese,0.8747
3075,Japanese,0.8335
3076,Japanese,0.8856
3077,Japanese,0.844
3078,Japanese,0.8196
3079,Japanese,0.8652
3080,Japanese,0.8835
3081,Japanese,0.8383
3082,Japanese,0.8942
3083,Japanese,0.8599
3084,Japanese,0.8716
3085,Japanese,0.9152
3086,Japanese,0.8346
3087,Japanese,0.87
3088,Japanese,0.8891
3089,Japanese,0.8631
3090,Japanese,0.895
3091,Japanese,0.8272
3092,Japanese,0.9027
3093,Japanese,0.8999
3094,Japanese,0.8389
3095,Japanese,0.7945
3096,Japanese,0.8928
3097,Japanese,0.8583
3098,Japanese,0.8212
3099,Japanese,0.8203
3100,Japanese,0.8083
3101,Japanese,0.8984
3102,Japanese,0.7954
3103,Japanese,0.8572
3104,Japanese,0.8345
3105,Japanese,0.8559
3106,Japanese,0.851
3107,Japanese,0.8736
3108,Japanese,0.8972
3109,Japanese,0.8689
3110,Japanese,0.876
3111,Japanese,0.8692
3112,Japanese,0.8113
3113,Japanese,0.8163
3114,Japanese,0.907
3115,Japanese,0.882
3116,Japanese,0.8261
3117,Japanese,0.815
3118,Japanese,0.8162
3119,Japanese,0.8626
3120,Japanese,0.8254
3121,Japanese,0.8847
3122,Japanese,0.8184
3123,Japanese,0.885
3124,Japanese,0.8814
3125,Japanese,0.8695
3126,Japanese,0.8381
3127,Japanese,0.8761
3128,Japanese,0.9037
3129,Japanese,0.824
3130,Japanese,0.8867
3131,Japanese,0.8549
3132,Japanese,0.822
3133,Japanese,0.8576
3134,Japanese,0.7979
3135,Japanese,0.8589
3136,Japanese,0.923
3137,Japanese,0.8609
3138,Japanese,0.8445
3139,Japanese,0.8848
3140,Japanese,0.8119
3141,Japanese,0.7918
3142,Japanese,0.8858
3143,Japanese,0.8314
3144,Japanese,0.8336
3145,Japanese,0.8783
3146,Japanese,0.8401
3147,Japanese,0.8551
3148,Japanese,0.8903
3149,Japanese,0.8947
3150,Japanese,0.8361
3151,Japanese,0.8938
3152,Japanese,0.8679
3153,Japanese,0.9276
3154,Japanese,0.8799
3155,Japanese,0.8839
3156,Japanese,0.905
3157,Japanese,0.8415
3158,Japanese,0.8389
3159,Japanese,0.8509
3160,Japanese,0.8725
3161,Japanese,0.851
3162,Japanese,0.8896
3163,Japanese,0.9171
3164,Japanese,0.7968
3165,Japanese,0.9167
3166,Japanese,0.8772
3167,Japanese,0.9152
3168,Japanese,0.8029
3169,Japanese,0.8417
3170,Japanese,0.8754
3171,Japanese,0.8953
3172,Japanese,0.8221
3173,Japanese,0.8806
3174,Japanese,0.8084
3175,Japanese,0.8233
3176,Japanese,0.8416
3177,Japanese,0.8171
3178,Japanese,0.8248
3179,Japanese,0.8248
3180,Japanese,0.8566
3181,Japanese,0.9144
3182,Japanese,0.8727
3183,Japanese,0.8547
3184,Japanese,0.8465
3185,Japanese,0.8845
3186,Japanese,0.857
3187,Japanese,0.8621
3188,Japanese,0.8642
3189,Japanese,0.8049
3190,Japanese,0.7954
3191,Japanese,0.9059
3192,Japanese,0.8946
3193,Japanese,0.8898
3194,Japanese,0.8513
3195,Japanese,0.8099
3196,Japanese,0.8187
3197,Japanese,0.8614
3198,Japanese,0.858
3199,Japanese,0.9159
3200,Japanese,0.8842
3201,Japanese,0.8229
3202,Japanese,0.879
3203,Japanese,0.8997
3204,Japanese,0.8972
3205,Japanese,0.813
3206,Japanese,0.8903
3207,Japanese,0.9107
3208,Japanese,0.7635
3209,Japanese,0.913
3210,Japanese,0.8102
3211,Japanese,0.8758
3212,Japanese,0.8557
3213,Japanese,0.8993
3214,Japanese,0.8696
3215,Japanese,0.8607
3216,Japanese,0.8306
3217,Japanese,0.9248
3218,Japanese,0.8118
3219,Japanese,0.8019
3220,Japanese,0.8479
3221,Japanese,0.8909
3222,Japanese,0.8774
3223,Japanese,0.8198
3224,Japanese,0.8473
3225,Japanese,0.8899
3226,Japanese,0.8092
3227,Japanese,0.8753
3228,Japanese,0.9107
3229,Japanese,0.871
3230,Japanese,0.8774
3231,Japanese,0.8617
3232,Japanese,0.8288
3233,Japanese,0.9328
3234,Japanese,0.8904
3235,Japanese,0.8982
3236,Japanese,0.8546
3237,Japanese,0.9198
3238,Japanese,0.8573
3239,Japanese,0.8966
3240,Japanese,0.844
3241,Japanese,0.8812
3242,Japanese,0.8626
3243,Japanese,0.8804
3244,Japanese,0.8763
3245,Japanese,0.8712
3246,Japanese,0.8106
3247,Japanese,0.8394
3248,Japanese,0.9042
3249,Japanese,0.9025
3250,Japanese,0.829
3251,Japanese,0.8562
3252,Japanese,0.8621
3253,Japanese,0.7984
3254,Japanese,0.8393
3255,Japanese,0.8807
3256,Japanese,0.8828
3257,Japanese,0.8647
3258,Japanese,0.8365
3259,Japanese,0.8669
3260,Japanese,0.9175
3261,Japanese,0.8822
3262,Japanese,0.8911
3263,Japanese,0.8444
3264,Japanese,0.8282
3265,Japanese,0.8689
3266,Japanese,0.8624
3267,Japanese,0.8473
3268,Japanese,0.937
3269,Japanese,0.8672
3270,Japanese,0.8879
3271,Japanese,0.8232
3272,Japanese,0.8341
3273,Japanese,0.8787
3274,Japanese,0.8372
3275,Japanese,1.0
3276,Japanese,0.8211
3277,Japanese,0.88
3278,Japanese,0.8492
3279,Japanese,0.8643
3280,Japanese,0.8609
3281,Japanese,0.8641
3282,Japanese,0.824
3283,Japanese,0.8825
3284,Japanese,0.8855
3285,Japanese,0.8194
3286,Japanese,0.8686
3287,Japanese,0.8068
3288,Japanese,0.8061
3289,Japanese,0.9491
3290,Japanese,0.874
3291,Japanese,0.8709
3292,Japanese,0.8792
3293,Japanese,0.9104
3294,Japanese,0.8809
3295,Japanese,0.9153
3296,Japanese,0.8459
3297,Japanese,0.8684
3298,Japanese,0.8019
3299,Japanese,0.8461
3300,Japanese,0.8841
3301,Japanese,0.833
3302,Japanese,0.8976
3303,Japanese,0.8981
3304,Japanese,0.9109
3305,Japanese,0.8892
3306,Japanese,0.8238
3307,Japanese,0.8704
3308,Japanese,0.9125
3309,Japanese,0.8474
3310,Japanese,0.7809
3311,Japanese,0.9351
3312,Japanese,0.8889
3313,Japanese,0.8769
3314,Japanese,0.8395
3315,Japanese,0.8571
3316,Japanese,0.911
3317,Japanese,0.8455
3318,Japanese,0.9235
3319,Japanese,0.8678
3320,Japanese,0.8732
3321,Japanese,0.7766
3322,Japanese,0.9542
3323,Japanese,0.8919
3324,Japanese,0.8846
3325,Japanese,0.8464
3326,Japanese,0.8622
3327,Japanese,0.8739
3328,Japanese,0.8317
3329,Japanese,0.8626
3330,Japanese,0.8547
3331,Japanese,0.9044
3332,Japanese,0.8892
3333,Japanese,0.8948
3334,Japanese,0.8639
3335,Japanese,0.8522
3336,Japanese,0.8129
3337,Japanese,0.8608
3338,Japanese,0.8529
3339,Japanese,0.9072
3340,Japanese,0.7869
3341,Japanese,0.8583
3342,Japanese,0.8789
3343,Japanese,0.8961
3344,Japanese,0.8691
3345,Japanese,0.8398
3346,Japanese,0.879
3347,Japanese,0.8569
3348,Japanese,0.8208
3349,Japanese,0.8818
3350,Japanese,0.8666
3351,Japanese,0.8718
3352,Japanese,0.8462
3353,Japanese,0.772
3354,Japanese,0.8598
3355,Japanese,0.8374
3356,Japanese,0.9146
3357,Japanese,0.8012
3358,Japanese,0.9113
3359,Japanese,0.8984
3360,Japanese,0.8291
3361,Japanese,0.9206
3362,Japanese,0.8344
3363,Japanese,0.8483
3364,Japanese,0.9133
3365,Japanese,0.8381
3366,Japanese,0.831
3367,Japanese,0.8727
3368,Japanese,0.8487
3369,Japanese,0.8421
3370,Japanese,0.9023
3371,Japanese,0.8671
3372,Japanese,0.9048
3373,Japanese,0.8593
3374,Japanese,0.7978
3375,Japanese,0.8244
3376,Japanese,0.8363
3377,Japanese,0.8914
3378,Japanese,0.8789
3379,Japanese,0.8431
3380,Japanese,0.8312
3381,Japanese,0.8549
3382,Japanese,0.8867
3383,Japanese,0.9278
3384,Japanese,0.8629
3385,Japanese,0.8613
3386,Japanese,0.8531
3387,Japanese,0.9077
3388,Japanese,0.8302
3389,Japanese,0.8854
3390,Japanese,0.84
3391,Japanese,0.8784
3392,Japanese,0.8794
3393,Japanese,0.8643
3394,Japanese,0.8355
3395,Japanese,0.914
3396,Japanese,0.9503
3397,Japanese,0.9268
3398,Japanese,0.8469
3399,Japanese,0.8195
3400,Japanese,0.8943
3401,Japanese,0.8596
3402,Japanese,0.9027
3403,Japanese,0.8804
3404,Japanese,0.8033
3405,Japanese,0.9361
3406,Japanese,0.9041
3407,Japanese,0.8086
3408,Japanese,0.9218
3409,Japanese,0.8774
3410,Japanese,0.8718
3411,Japanese,0.8748
3412,Japanese,0.9279
3413,Japanese,0.9077
3414,Japanese,0.848
3415,Japanese,0.8207
3416,Japanese,0.8946
3417,Japanese,0.8819
3418,Japanese,0.8362
3419,Japanese,0.795
3420,Japanese,0.8602
3421,Japanese,0.8695
3422,Japanese,0.8694
3423,Japanese,0.9983
3424,Japanese,0.8507
3425,Japanese,0.8199
3426,Japanese,0.8886
3427,Japanese,0.8135
3428,Japanese,0.8457
3429,Japanese,0.7814
3430,Japanese,0.8512
3431,Japanese,0.8681
3432,Japanese,0.91
3433,Japanese,0.9425
3434,Japanese,0.8684
3435,Japanese,0.827
3436,Japanese,0.9106
3437,Japanese,0.9242
3438,Japanese,0.8266
3439,Japanese,0.9113
3440,Japanese,0.8693
3441,Japanese,0.8146
3442,Japanese,0.8408
3443,Japanese,0.8385
3444,Japanese,0.8941
3445,Japanese,0.8772
3446,Japanese,0.8827
3447,Japanese,0.8671
3448,Japanese,0.8957
3449,Japanese,0.9001
3450,Japanese,0.8489
3451,Japanese,0.8553
3452,Japanese,0.8469
3453,Japanese,0.8563
3454,Japanese,0.8851
3455,Japanese,0.9179
3456,Japanese,0.8216
3457,Japanese,0.8754
3458,Japanese,0.896
3459,Japanese,0.8345
3460,Japanese,0.8245
3461,Japanese,0.9398
3462,Japanese,0.8381
3463,Japanese,0.8507
3464,Japanese,0.8609
3465,Japanese,0.8567
3466,Japanese,0.7939
3467,Japanese,0.8531
3468,Japanese,0.9265
3469,Japanese,0.8789
3470,Japanese,0.8428
3471,Japanese,0.8315
3472,Japanese,0.8855
3473,Japanese,0.8962
3474,Japanese,0.8696
3475,Japanese,0.8395
3476,Japanese,0.8819
3477,Japanese,0.9123
3478,Japanese,0.8755
3479,Japanese,0.8722
3480,Japanese,0.8871
3481,Japanese,0.8804
3482,Japanese,0.8299
3483,Japanese,0.8781
3484,Japanese,0.8678
3485,Japanese,0.8134
3486,Japanese,0.9029
3487,Japanese,0.8628
3488,Japanese,0.8455
3489,Japanese,0.8416
3490,Japanese,0.8881
3491,Japanese,0.837
3492,Japanese,0.8652
3493,Japanese,0.8585
3494,Japanese,0.8286
3495,Japanese,0.8992
3496,Japanese,0.9176
3497,Japanese,0.8711
3498,Japanese,0.9517
3499,Japanese,0.8795
3500,Japanese,0.8965
3501,Japanese,0.83
3502,Japanese,0.884
3503,Japanese,0.8424
3504,Japanese,0.89
3505,Japanese,0.7951
3506,Japanese,0.8296
3507,Japanese,0.8325
3508,Japanese,0.8261
